Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
11.08.23,12:30:00,Paint Scratch,Windshield installation,Dashboard,Emily Davis,505452,7,IX0M,Long Range,Race,Afternoon,22,Yes,Cosmetic
05.07.23,09:00:00,Loose Wiring,Steering wheel installation,Door Panel,Chris Lee,546532,6,Alpina,High Performance,Offroad,Morning,6,No,Cosmetic
11.05.23,08:45:00,Loose Wiring,Rear bumper installation,Tires and Rims,Jane Smith,418010,3,Base,Standard,Race,Night,4,Yes,Cosmetic
25.03.23,09:15:00,Brake Malfunction,Axel installation,Battery,Chris Lee,630204,2,Long,Long Range,Offroad,Afternoon,17,Yes,Cosmetic
26.04.23,17:00:00,Cracked Windshield,Rear bumper installation,Steering Wheel,John Doe,719279,10,Alpina,Long Range,Race,Morning,16,Yes,Cosmetic
24.09.23,14:15:00,Cracked Windshield,Wire harness installation,Windshield,Jane Smith,523603,7,IX0M,Standard,Luxury,Afternoon,20,Yes,Cosmetic
07.10.23,16:45:00,Loose Wiring,Tire and rim installation,Second Row Seats,John Doe,980940,4,Long,High Performance,Luxury,Morning,12,Yes,Cosmetic
27.07.23,08:00:00,Loose Wiring,Axel installation,Battery,John Doe,882822,3,Base,Long Range,Offroad,Morning,2,Yes,Cosmetic
21.11.23,17:30:00,Hydraulic Leak,First row seats installation,Windshield,John Doe,555359,1,Long,Long Range,Race,Afternoon,8,Yes,Cosmetic
14.06.23,15:15:00,Cracked Windshield,Second row seats installation,Battery,Michael Johnson,674383,2,Base,Standard,Offroad,Morning,18,Yes,Cosmetic
02.08.23,14:30:00,Loose Wiring,Second row seats installation,Battery,Chris Lee,741806,4,IX0M,Standard,Offroad,Morning,14,,Cosmetic
20.10.23,14:00:00,Loose Wiring,Headlight installation,Wire Harness,Chris Lee,738171,7,Pick-Up,High Performance,Offroad,Afternoon,1,No,Cosmetic
09.05.23,13:15:00,Loose Wiring,Windshield installation,Windshield,Michael Johnson,398585,3,Base,Long Range,Luxury,Afternoon,7,Yes,Cosmetic
18.05.23,08:00:00,Loose Wiring,Axel installation,Dashboard,Emily Davis,787216,4,IX0M,Long Range,Offroad,Morning,2,No,Cosmetic
27.06.23,14:45:00,Loose Wiring,Wire harness installation,Windshield,Michael Johnson,280501,2,IX0M,Standard,Race,Night,4,Yes,Cosmetic
17.04.23,08:00:00,Cracked Windshield,Tire and rim installation,Steering Wheel,Emily Davis,934032,1,IX0M,Long Range,Offroad,Morning,9,Yes,Cosmetic
23.05.23,11:00:00,Cracked Windshield,Wire harness installation,Windshield,Michael Johnson,682475,1,Base,Long Range,Offroad,Morning,14,Yes,Cosmetic
27.04.23,14:15:00,Cracked Windshield,Rear bumper installation,Second Row Seats,Chris Lee,204961,4,Long,Long Range,Offroad,Afternoon,11,Yes,Cosmetic
24.01.23,12:30:00,Loose Wiring,Headlight installation,Steering Wheel,Michael Johnson,374354,6,Base,Standard,Offroad,Morning,15,Yes,Cosmetic
10.12.23,08:30:00,Loose Wiring,Dashboard installation,Battery,Chris Lee,959913,3,Alpina,High Performance,Offroad,Morning,10,No,Cosmetic
21.05.23,14:15:00,Cracked Windshield,EV battery installation,Dashboard,John Doe,682182,2,Pick-Up,Long Range,Luxury,Morning,2,Yes,Cosmetic
15.01.23,14:45:00,Cracked Windshield,Rear bumper installation,Rear Bumper,John Doe,834087,7,IX0M,Long Range,Eco,Afternoon,17,Yes,Cosmetic
26.11.23,15:30:00,Loose Wiring,Windshield installation,Steering Wheel,Chris Lee,933319,10,Long,Long Range,Offroad,Night,15,Yes,Cosmetic
15.03.23,17:00:00,Hydraulic Leak,First row seats installation,Battery,Chris Lee,941963,10,IX0M,Long Range,Offroad,Morning,11,Yes,Cosmetic
14.11.23,11:00:00,Loose Wiring,Steering wheel installation,Second Row Seats,Chris Lee,561803,6,Base,High Performance,Offroad,Afternoon,6,,Cosmetic
04.06.23,17:45:00,Faulty Battery,EV battery installation,Battery,Emily Davis,116985,4,IX0M,Long Range,Luxury,Afternoon,15,Yes,Cosmetic
09.05.23,10:00:00,Faulty Battery,EV battery installation,Axel,Chris Lee,126613,10,Long,High Performance,Race,Morning,18,Yes,Cosmetic
14.02.23,09:15:00,Paint Scratch,Wire harness installation,Battery,Michael Johnson,142331,7,Long,Long Range,Offroad,Afternoon,15,Yes,Cosmetic
22.03.23,12:15:00,Loose Wiring,Windshield installation,Windshield,Jane Smith,628715,6,Alpina,Standard,Race,Morning,14,Yes,Functional
09.12.23,14:15:00,Cracked Windshield,Second row seats installation,Axel,Chris Lee,489835,8,Base,Long Range,Eco,Morning,6,No,Cosmetic
17.09.23,12:30:00,Paint Scratch,Rear bumper installation,Battery,Emily Davis,536467,3,IX0M,High Performance,Race,Afternoon,15,,Cosmetic
30.05.23,13:45:00,Cracked Windshield,Rear bumper installation,Axel,Chris Lee,807680,3,Long,Long Range,Race,Afternoon,18,Yes,Cosmetic
03.06.23,15:00:00,Loose Wiring,EV battery installation,Second Row Seats,Chris Lee,284601,10,Pick-Up,High Performance,Offroad,Afternoon,6,No,Cosmetic
24.09.23,14:45:00,Cracked Windshield,Tire and rim installation,First Row Seats,Emily Davis,413081,1,IX0M,Long Range,Offroad,Night,18,Yes,Cosmetic
24.06.23,15:15:00,Loose Wiring,EV battery installation,Door Panel,Emily Davis,300035,2,Base,High Performance,Race,Morning,4,No,Cosmetic
13.02.23,13:45:00,Loose Wiring,Axel installation,Battery,Chris Lee,941943,6,Long,Long Range,Offroad,Afternoon,11,Yes,Cosmetic
10.02.23,10:30:00,HYDRAuLIC lEaK,Tire and rim installation,Windshield,Michael Johnson,646849,9,Pick-Up,Long Range,Race,Night,11,No,Cosmetic
26.03.23,08:00:00,Loose Wiring,Wire harness installation,Door Panel,Jane Smith,292258,8,Pick-Up,Long Range,Luxury,Morning,7,Yes,Cosmetic
15.10.23,15:45:00,Cracked Windshield,Steering wheel installation,Dashboard,Emily Davis,475699,8,Base,Standard,Offroad,Afternoon,21,Yes,Cosmetic
11.11.23,09:00:00,Hydraulic Leak,Axel installation,Tires and Rims,Chris Lee,117133,6,IX0M,Long Range,Race,Morning,21,Yes,Cosmetic
03.05.23,13:00:00,loosE wiRING,EV battery installation,Second Row Seats,Jane Smith,561826,1,IX0M,Standard,Race,Morning,21,Yes,Cosmetic
09.11.23,16:00:00,Hydraulic Leak,Axel installation,Battery,John Doe,481194,3,Base,High Performance,Race,Afternoon,13,Yes,Cosmetic
23.11.23,16:15:00,Loose Wiring,Steering wheel installation,Dashboard,Emily Davis,148142,2,Alpina,Long Range,Offroad,Morning,14,Yes,Cosmetic
07.06.23,08:15:00,Loose Wiring,First row seats installation,Axel,Chris Lee,348004,5,Long,Long Range,Offroad,Morning,6,Yes,Cosmetic
25.12.23,17:45:00,Loose Wiring,Dashboard installation,Axel,Chris Lee,149085,7,IX0M,High Performance,Race,Afternoon,15,No,Cosmetic
30.09.23,08:30:00,Loose Wiring,Axel installation,Battery,Chris Lee,745095,7,Base,Long Range,Offroad,Night,8,Yes,Cosmetic
14.01.23,10:00:00,Faulty Battery,Windshield installation,Dashboard,John Doe,774118,9,IX0M,High Performance,Offroad,Night,1,Yes,Cosmetic
20.01.23,15:15:00,Sensor Failure,EV battery installation,Tires and Rims,Michael Johnson,141303,2,IX0M,Standard,Luxury,Morning,16,No,Cosmetic
09.01.23,15:15:00,Faulty Battery,Second row seats installation,Steering Wheel,John Doe,400203,10,Long,High Performance,Offroad,Afternoon,13,Yes,Cosmetic
05.10.23,16:00:00,Loose Wiring,Headlight installation,Tires and Rims,John Doe,762834,4,Alpina,High Performance,Race,Morning,17,Yes,Cosmetic
25.01.23,11:15:00,Loose Wiring,EV abttery installation,Dashboard,John Doe,230881,6,Base,Long Range,Eco,Afternoon,10,Yes,Functional
27.10.23,14:15:00,Faulty Battery,Axel installation,Battery,Jane Smith,204140,5,IX0M,Long Range,Luxury,Night,14,Yes,Cosmetic
01.07.23,16:45:00,Brake Malfunction,Dashboard installation,Axel,John Doe,877954,4,Alpina,Long Range,Luxury,Morning,17,Yes,Cosmetic
28.10.23,16:00:00,Hydraulic Leak,Windshield installation,Door Panel,Chris Lee,546950,7,Alpina,Long Range,Offroad,Afternoon,14,No,Cosmetic
07.06.23,14:45:00,Cracked Windshield,Dashboard installation,Battery,John Doe,603538,5,Base,Standard,Race,Night,4,,Functional
18.09.23,13:00:00,Cracekd Windshield,First row seats installation,Windshield,John Doe,628293,8,IX0M,Standard,Offroad,Morning,13,Yes,Cosmetic
12.06.23,14:15:00,Sensor Failure,Wire harness installation,Wire Harness,John Doe,299634,9,Long,High Performance,Race,Morning,4,Yes,Cosmetic
22.01.23,09:00:00,Hydraulic Leak,Dashboard installation,Axel,John Doe,826764,10,Base,Long Range,Race,Afternoon,2,Yes,Cosmetic
27.08.23,15:45:00,Loose Wiring,Windshield installation,Battery,Michael Johnson,887157,10,IX0M,High Performance,Offroad,Afternoon,18,Yes,Cosmetic
23.01.23,11:15:00,Loose Wiring,Headlight installation,Door Panel,Chris Lee,534010,9,Long,Long Range,Luxury,Afternoon,6,Yes,Cosmetic
30.08.23,13:30:00,Loose Wiring,EV battery installation,Dashboard,Michael Johnson,562809,4,Alpina,Standard,Offroad,Morning,8,Yes,Cosmetic
31.05.23,10:30:00,Hydraulic Leak,Tire and rim installation,Dashboard,Chris Lee,298098,7,Pick-Up,High Performance,Offroad,Night,18,Yes,Cosmetic
14.12.23,09:15:00,Cracked Windshield,Second row seats installation,Door Panel,Jane Smith,609488,10,Pick-Up,Long Range,Race,Night,21,Yes,Cosmetic
19.03.23,12:30:00,Loose Wiring,Windshield installation,Battery,Michael Johnson,385434,8,IX0M,High Performance,Race,Morning,9,Yes,Cosmetic
18.07.23,15:30:00,Faulty Battery,Axel installation,Wire Harness,Chris Lee,947670,1,Long,Long Range,Luxury,Afternoon,4,Yes,Cosmetic
18.07.23,12:45:00,Loose Wiring,Windshield installation,Windshield,Emily Davis,658872,6,IX0M,Long Range,Race,Afternoon,10,No,Cosmetic
09.11.23,15:00:00,Brake Malfunction,Tire and rim installation,Battery,Chris Lee,830604,4,Long,High Performance,Race,Morning,18,Yes,Cosmetic
07.02.23,18:00:00,Hydraulic Leak,Wire harness installation,Windshield,John Doe,582169,8,Long,Long Range,Offroad,Night,13,No,Cosmetic
14.06.23,14:15:00,Cracked Windshield,Dashboard installation,Steering Wheel,Chris Lee,933883,3,Base,Long Range,Luxury,Morning,11,Yes,Cosmetic
26.12.23,17:15:00,Brake Malfunction,EV battery installation,Wire Harness,Emily Davis,109744,1,Base,Long Range,Race,Afternoon,18,Yes,Cosmetic
12.12.23,11:15:00,Loose Wiring,Wire harness installation,Dashboard,Emily Davis,939748,2,IX0M,High Performance,Offroad,Afternoon,19,Yes,Cosmetic
07.11.23,13:45:00,Loose Wiring,Wire harness installation,Battery,Chris Lee,906976,4,Long,Standard,Offroad,Night,18,Yes,Cosmetic
14.08.23,13:00:00,Loose Wiring,Headlight installation,Dashboard,Jane Smith,756938,7,IX0M,Long Range,Luxury,Morning,13,,Cosmetic
02.11.23,15:15:00,Faulty Battery,Steering wheel installation,Axel,Chris Lee,470115,1,IX0M,Long Range,Race,Morning,15,Yes,Cosmetic
18.04.23,16:30:00,Sensor Failure,Second row seats installation,Second Row Seats,Michael Johnson,343325,7,Pick-Up,Standard,Luxury,Night,11,Yes,Cosmetic
25.09.23,09:30:00,Cracked Windshield,Wire harness installation,Door Panel,Chris Lee,147722,9,IX0M,High Performance,Offroad,Morning,13,Yes,Cosmetic
15.08.23,17:00:00,Cracked Windshield,Windshield installation,Battery,Chris Lee,746558,7,Base,High Performance,Race,Night,21,Yes,Functional
16.04.23,09:00:00,Hydraulic Leak,Steering wheel installation,Battery,Chris Lee,739301,4,Base,Long Range,Luxury,Afternoon,22,No,Cosmetic
14.03.23,10:30:00,Hydraulic Leak,Steering wheel installation,Rear Bumper,Jane Smith,774475,6,Long,Long Range,Offroad,Morning,22,Yes,Cosmetic
16.02.23,13:30:00,Loose Wiring,Axel installation,Axel,John Doe,572882,1,Base,Long Range,Offroad,Night,23,Yes,Cosmetic
17.07.23,09:15:00,Brake Malfunction,Steering wheel installation,Battery,Michael Johnson,549309,8,Pick-Up,High Performance,Offroad,Afternoon,9,Yes,Electrical
16.06.23,08:45:00,Cracked Windshield,Steering wheel installation,Headlight,Emily Davis,258725,8,IX0M,Standard,Race,Morning,15,Yes,Cosmetic
10.10.23,16:45:00,Loose Wiring,Axel installation,Wire Harness,John Doe,452921,4,Pick-Up,High Performance,Offroad,Night,20,Yes,Cosmetic
16.03.23,08:00:00,Faulty Battery,Windshield installation,Windshield,John Doe,481461,6,IX0M,High Performance,Offroad,Afternoon,9,Yes,Cosmetic
29.06.23,08:30:00,Paint Scratch,Tire and rim installation,Tires and Rims,John Doe,689724,1,IX0M,Long Range,Luxury,Morning,23,,Cosmetic
17.07.23,18:00:00,Cracked Windshield,Dashboard installation,Wire Harness,Chris Lee,931862,9,Long,Long Range,Offroad,Afternoon,8,Yes,Cosmetic
29.06.23,09:00:00,Paint Scratch,Wire harness installation,Second Row Seats,John Doe,626985,5,IX0M,Standard,Eco,Morning,11,,Cosmetic
23.03.23,08:30:00,Loose Wiring,Dashboard installation,Dashboard,Chris Lee,712693,10,Long,Long Range,Race,Morning,12,Yes,Cosmetic
07.06.23,15:00:00,Faulty Battery,Dashboard installation,Battery,Chris Lee,831989,3,Alpina,Long Range,Offroad,Afternoon,17,Yes,Structural
14.02.23,08:45:00,Cracked Windshield,Headlight installation,Door Panel,Emily Davis,465526,5,Base,High Performance,Race,Morning,8,No,Cosmetic
10.08.23,10:15:00,Loose Wiring,Axel installation,Dashboard,Chris Lee,365927,10,Pick-Up,Long Range,Luxury,Morning,14,Yes,Cosmetic
16.01.23,15:45:00,Loose Wiring,Dashboard installation,Steering Wheel,Chris Lee,125382,3,Base,High Performance,Race,Night,6,Yes,Cosmetic
15.05.23,16:15:00,Faulty Battery,Steering wheel installation,Windshield,Chris Lee,750488,8,Pick-Up,High Performance,Offroad,Morning,17,Yes,Cosmetic
16.10.23,10:45:00,Loose Wiring,Tire and rim installation,Wire Harness,John Doe,103528,6,Long,Long Range,Luxury,Afternoon,17,Yes,Cosmetic
15.02.23,09:45:00,Brake Malfunction,Headlight installation,Steering Wheel,John Doe,297141,7,Alpina,High Performance,Luxury,Morning,22,Yes,Cosmetic
23.04.23,15:45:00,Loose Wiring,First row seats installation,Windshield,Michael Johnson,197900,7,IX0M,Long Range,Offroad,Morning,6,Yes,Cosmetic
08.02.23,10:15:00,Cracked Windshield,Headlight installation,Battery,Michael Johnson,460246,8,Long,Standard,Offroad,Night,12,Yes,Cosmetic
20.07.23,15:15:00,Loose Wiring,EV battery installation,Battery,Michael Johnson,778507,10,Alpina,High Performance,Race,Night,20,No,Cosmetic
26.04.23,17:30:00,Brake Malfunction,Tire and rim installation,Axel,Michael Johnson,395595,1,IX0M,Standard,Offroad,Night,22,Yes,Cosmetic
14.06.23,10:00:00,Hydraulic Leak,Steering wheel installation,Battery,Jane Smith,252643,8,Long,High Performance,Luxury,Morning,10,Yes,Cosmetic
06.02.23,10:00:00,Loose Wiring,Windshield installation,Axel,Michael Johnson,220647,4,Long,Standard,Eco,Morning,21,Yes,Cosmetic
15.11.23,14:15:00,Cracked Windshield,Tire and rim installation,Dashboard,John Doe,543838,9,Base,High Performance,Luxury,Afternoon,11,Yes,Cosmetic
05.07.23,15:30:00,Loose Wiring,EV battery installation,Axel,Michael Johnson,299599,10,Long,Long Range,Race,Afternoon,14,Yes,Cosmetic
14.01.23,12:15:00,Cracked Windshield,Second row seats installation,Dashboard,Michael Johnson,719110,2,Base,Standard,Offroad,Night,15,Yes,Cosmetic
04.04.23,14:15:00,Faulty Battery,Wire harness installation,Dashboard,Chris Lee,603544,5,IX0M,Standard,Luxury,Afternoon,22,Yes,Cosmetic
01.07.23,10:45:00,Loose Wiring,Steering wheel installation,Windshield,John Doe,308512,8,Base,Long Range,Offroad,Afternoon,18,Yes,Cosmetic
13.01.23,13:45:00,Loose Wiring,First row seats installation,Door Panel,Emily Davis,619708,5,IX0M,Long Range,Offroad,Morning,2,,Functional
29.01.23,09:30:00,Loose Wiring,Axel installation,Battery,Chris Lee,542610,7,IX0M,Standard,Offroad,Morning,4,Yes,Cosmetic
27.05.23,15:45:00,Faulty Battery,Axel installation,Windshield,Jane Smith,381679,6,Long,Standard,Luxury,Afternoon,10,Yes,Cosmetic
28.08.23,12:30:00,Cracked Windshield,Tire and rim installation,Battery,John Doe,960615,2,IX0M,High Performance,Race,Morning,13,Yes,Cosmetic
11.09.23,15:00:00,Cracked Windshield,Rear bumper installation,Steering Wheel,Chris Lee,726466,9,IX0M,High Performance,Eco,Afternoon,13,No,Functional
26.08.23,13:15:00,loOsE wirInG,Axel installation,Axel,Emily Davis,183334,3,IX0M,High Performance,Race,Morning,7,Yes,Cosmetic
09.12.23,10:15:00,Cracked Windshield,Axel installation,Windshield,Jane Smith,245145,8,Base,Long Range,Luxury,Afternoon,15,Yes,Cosmetic
08.05.23,13:30:00,Faulty Battery,Steering wheel installation,Axel,John Doe,137088,6,Pick-Up,Long Range,Offroad,Morning,13,Yes,Cosmetic
03.04.23,09:00:00,Cracked Windshield,Wire harness installation,Axel,Michael Johnson,129017,2,Alpina,Long Range,Offroad,Afternoon,17,Yes,Cosmetic
27.03.23,08:15:00,Loose Wiring,Tire and rim installation,Windshield,Jane Smith,631622,5,IX0M,Long Range,Offroad,Morning,1,Yes,Cosmetic
25.09.23,13:00:00,Cracked Windshield,Dashboard installation,Axel,John Doe,110710,8,Base,Long Range,Race,Morning,7,Yes,Cosmetic
25.07.23,17:45:00,Cracked Windshield,Dashboard installation,Battery,Chris Lee,681125,2,Base,Long Range,Eco,Afternoon,23,Yes,Cosmetic
04.06.23,16:00:00,Cracked Windshield,Axel installation,Battery,Chris Lee,102370,1,IX0M,Long Range,Eco,Morning,17,Yes,Cosmetic
28.09.23,17:00:00,Hydraulic Leak,EV battery installation,Battery,Chris Lee,476149,1,IX0M,Long Range,Offroad,Morning,3,Yes,Cosmetic
18.02.23,18:00:00,Cracked Windshield,Tire and rim installation,Axel,Chris Lee,928688,8,Alpina,Long Range,Luxury,Afternoon,20,Yes,Cosmetic
05.02.23,08:15:00,Looes Wiring,Headlight installation,Windshield,Chris Lee,678319,10,Base,Standard,Offroad,Afternoon,15,No,Cosmetic
18.07.23,15:45:00,cRACKeD wInDsHIELD,EV battery installation,Axel,John Doe,954925,5,Long,Long Range,Luxury,Morning,8,Yes,Cosmetic
07.12.23,14:00:00,Cracked Windshield,First row seats installation,Axel,John Doe,963579,7,Long,High Performance,Race,Afternoon,4,Yes,Cosmetic
17.09.23,15:45:00,Cracked Windshield,EV battery installation,Axel,Michael Johnson,136972,8,Long,High Performance,Race,Afternoon,8,No,Cosmetic
15.04.23,10:30:00,Faulty Battery,Axel installation,Windshield,Michael Johnson,175686,8,Alpina,Long Range,Offroad,Morning,6,Yes,Cosmetic
07.07.23,16:15:00,Cracked Windshield,EV battery installation,Battery,Chris Lee,152400,6,IX0M,High Performance,Offroad,Morning,4,Yes,Cosmetic
18.11.23,15:30:00,Loose Wiring,Wrie harness installation,Door Panel,Emily Davis,195204,8,Base,Standard,Race,Morning,22,No,Cosmetic
22.12.23,15:30:00,Paint Scratch,Windshield installation,Axel,Emily Davis,576555,10,Base,Standard,Luxury,Night,19,Yes,Cosmetic
20.04.23,09:00:00,Cracked Windshield,Axel installation,Battery,John Doe,301458,3,IX0M,Long Range,Offroad,Night,21,No,Electrical
05.10.23,12:00:00,Cracked Windshield,Windshield installation,Windshield,Jane Smith,881144,5,IX0M,Long Range,Luxury,Morning,22,Yes,Cosmetic
04.03.23,11:45:00,Faulty Battery,Rear bumper installation,Battery,John Doe,653270,9,IX0M,High Performance,Race,Morning,7,Yes,Cosmetic
17.09.23,17:15:00,Loose Wiring,Axel installation,First Row Seats,Michael Johnson,120745,3,Base,High Performance,Luxury,Morning,16,No,Cosmetic
19.08.23,13:30:00,Faulty Battery,Axel installation,Windshield,Michael Johnson,573474,9,Long,Long Range,Race,Afternoon,23,Yes,Cosmetic
28.01.23,08:45:00,Cracked Windshield,Wire harness installation,Wire Harness,Emily Davis,985403,9,Alpina,Standard,Race,Afternoon,16,Yes,Cosmetic
08.01.23,14:15:00,Cracked Windshield,Steering wheel installation,Battery,John Doe,518054,10,Base,Standard,Luxury,Morning,6,Yes,Cosmetic
10.03.23,10:15:00,Paint Scratch,Second row seats installation,Headlight,Jane Smith,598286,5,Base,Standard,Race,Morning,6,Yes,Cosmetic
13.06.23,14:15:00,Cracked Windshield,EV battery installation,Wire Harness,Chris Lee,814713,10,Base,Long Range,Race,Afternoon,23,Yes,Cosmetic
15.05.23,12:15:00,Faulty Battery,Windshield installation,Axel,Emily Davis,773140,1,Long,Long Range,Offroad,Night,8,,Cosmetic
29.06.23,12:15:00,Loose Wiring,Dashboard installation,Axel,Michael Johnson,620050,6,Pick-Up,High Performance,Luxury,Morning,18,Yes,Functional
19.10.23,12:00:00,Loose Wiring,Wire harness installation,Tires and Rims,Chris Lee,626353,2,Alpina,High Performance,Offroad,Morning,17,Yes,Critical
09.03.23,13:30:00,Faulty Battery,First row seats installation,Second Row Seats,Chris Lee,465186,10,Base,High Performance,Offroad,Morning,6,,Cosmetic
27.07.23,12:00:00,Loose Wiring,Dashboard installation,Battery,Chris Lee,555385,9,Base,High Performance,Eco,Night,14,Yes,Cosmetic
12.09.23,15:30:00,Faulty Battery,Windshield installation,First Row Seats,Michael Johnson,505531,6,Alpina,High Performance,Race,Afternoon,23,Yes,Cosmetic
10.12.23,13:15:00,Faulty Battery,Second row seats installation,First Row Seats,Emily Davis,967564,9,Alpina,Long Range,Luxury,Morning,11,Yes,Cosmetic
03.04.23,15:30:00,Loose Wiring,Wire harness installation,Windshield,Chris Lee,751274,9,Long,Long Range,Offroad,Afternoon,4,No,Cosmetic
